journey_id,customer_id,product_id,journey_date,journey_time,event_type,device_type,page_url,session_duration,is_conversion_event,conversion_value
1,1,,2024-09-22,20:31:00,page_view,tablet,/product/30,301,0,0.0
2,1,,2024-09-20,17:53:00,wishlist_add,mobile,/product/30,803,0,0.0
3,1,,2024-09-14,05:29:00,page_view,desktop,/product/30,721,0,0.0
4,1,30.0,2024-09-14,11:08:00,add_to_cart,desktop,/product/30,351,0,0.0
5,1,30.0,2024-09-14,06:51:00,add_to_cart,desktop,/product/30,796,0,0.0
6,1,,2024-09-20,10:53:00,page_view,desktop,/product/30,74,0,0.0
7,1,,2024-09-24,22:41:00,checkout_complete,tablet,/product/30,1729,1,36.87
8,2,,2022-03-28,06:50:00,feature_usage,tablet,/product/476,1152,0,0.0
9,2,,2022-03-27,01:18:00,page_view,tablet,/product/476,1539,0,0.0
10,2,,2022-03-03,14:00:00,wishlist_add,tablet,/product/476,624,0,0.0
11,2,,2022-03-08,18:40:00,page_view,desktop,/product/476,1627,0,0.0
12,2,476.0,2022-03-10,07:51:00,product_view,mobile,/product/476,627,0,0.0
13,2,,2022-03-16,06:08:00,support_contact,tablet,/product/476,816,0,0.0
14,2,,2022-03-10,08:34:00,checkout_start,mobile,/product/476,1314,0,0.0
15,2,,2022-03-20,11:29:00,page_view,tablet,/product/476,1781,0,0.0
16,2,,2022-03-18,17:07:00,page_view,desktop,/product/476,118,0,0.0
17,2,,2022-03-03,16:13:00,checkout_complete,desktop,/product/476,242,1,91.63
18,5,,2023-09-01,00:17:00,checkout_start,tablet,/product/308,51,0,0.0
19,5,308.0,2023-09-06,10:54:00,add_to_cart,desktop,/product/308,1398,0,0.0
20,5,,2023-09-13,13:12:00,page_view,mobile,/product/308,156,0,0.0
21,5,308.0,2023-08-28,09:09:00,add_to_cart,tablet,/product/308,1063,0,0.0
22,5,,2023-09-20,05:23:00,page_view,mobile,/product/308,1131,0,0.0
23,5,,2023-09-06,22:11:00,checkout_complete,desktop,/product/308,1017,1,28.02
24,5,,2025-07-24,12:21:00,checkout_complete,tablet,/product/439,874,1,57.27
25,5,439.0,2025-08-21,02:10:00,product_view,tablet,/product/439,779,0,0.0
26,5,439.0,2025-07-25,17:00:00,product_view,desktop,/product/439,1718,0,0.0
27,5,,2025-07-26,18:18:00,support_contact,mobile,/product/439,350,0,0.0
28,5,,2025-08-14,17:49:00,checkout_complete,mobile,/product/439,1470,1,57.27
29,5,,2025-07-24,04:16:00,page_view,tablet,/product/439,466,0,0.0
30,5,,2025-08-05,00:14:00,feature_usage,mobile,/product/439,915,0,0.0
31,5,,2025-08-01,09:00:00,wishlist_add,mobile,/product/439,1237,0,0.0
32,5,,2025-07-23,14:01:00,feature_usage,tablet,/product/439,721,0,0.0
33,5,,2025-08-07,01:23:00,checkout_start,desktop,/product/439,62,0,0.0
34,5,,2025-08-21,08:16:00,checkout_start,mobile,/product/439,897,0,0.0
35,5,439.0,2025-07-31,20:27:00,add_to_cart,desktop,/product/439,1684,0,0.0
36,5,439.0,2025-08-06,04:18:00,product_view,mobile,/product/439,853,0,0.0
37,5,,2025-07-27,20:46:00,checkout_complete,mobile,/product/439,875,1,57.27
38,6,,2021-12-15,07:05:00,page_view,mobile,/product/340,245,0,0.0
39,6,,2021-12-30,14:00:00,feature_usage,mobile,/product/340,149,0,0.0
40,6,340.0,2021-12-13,09:52:00,product_view,tablet,/product/340,1764,0,0.0
41,6,,2021-12-18,03:16:00,page_view,mobile,/product/340,936,0,0.0
42,6,,2021-12-26,06:50:00,page_view,mobile,/product/340,1457,0,0.0
43,6,,2021-12-26,06:51:00,feature_usage,tablet,/product/340,430,0,0.0
44,6,,2021-12-09,11:50:00,wishlist_add,mobile,/product/340,410,0,0.0
45,6,,2021-12-24,21:15:00,checkout_complete,tablet,/product/340,645,1,18.01
46,6,,2021-12-29,17:50:00,feature_usage,tablet,/product/340,985,0,0.0
47,6,,2021-12-20,12:09:00,checkout_complete,mobile,/product/340,1523,1,18.01
48,7,,2022-11-23,17:10:00,page_view,mobile,/product/140,759,0,0.0
49,7,,2022-12-08,18:46:00,page_view,tablet,/product/140,186,0,0.0
50,7,,2022-11-24,08:06:00,page_view,mobile,/product/140,1218,0,0.0
51,7,140.0,2022-11-20,14:06:00,add_to_cart,mobile,/product/140,392,0,0.0
52,7,,2022-11-17,05:01:00,checkout_complete,desktop,/product/140,780,1,304.95
53,7,,2022-11-10,19:03:00,page_view,mobile,/product/140,1765,0,0.0
54,7,,2022-12-04,10:12:00,page_view,tablet,/product/140,130,0,0.0
55,7,,2022-12-09,09:01:00,page_view,mobile,/product/140,75,0,0.0
56,7,,2022-12-09,05:49:00,checkout_complete,mobile,/product/140,1174,1,304.95
57,7,300.0,2024-04-20,22:20:00,product_view,mobile,/product/300,1096,0,0.0
58,7,300.0,2024-04-19,19:17:00,product_view,mobile,/product/300,1701,0,0.0
59,7,,2024-05-05,09:38:00,feature_usage,desktop,/product/300,1388,0,0.0
60,7,,2024-04-24,22:55:00,page_view,mobile,/product/300,1125,0,0.0
61,7,,2024-04-23,14:53:00,checkout_start,mobile,/product/300,928,0,0.0
62,7,,2024-05-03,23:27:00,page_view,mobile,/product/300,1534,0,0.0
63,7,,2024-04-20,13:47:00,feature_usage,mobile,/product/300,1537,0,0.0
64,7,300.0,2024-04-16,19:40:00,add_to_cart,mobile,/product/300,393,0,0.0
65,7,,2024-04-28,14:05:00,page_view,mobile,/product/300,1416,0,0.0
66,7,,2024-04-15,11:07:00,checkout_complete,tablet,/product/300,922,1,58.51
67,8,,2024-05-28,12:06:00,page_view,desktop,/product/268,1430,0,0.0
68,8,,2024-05-16,04:25:00,page_view,tablet,/product/268,1022,0,0.0
69,8,268.0,2024-05-25,04:22:00,product_view,mobile,/product/268,433,0,0.0
70,8,268.0,2024-05-13,23:41:00,add_to_cart,mobile,/product/268,1668,0,0.0
71,8,268.0,2024-05-25,09:42:00,product_view,mobile,/product/268,847,0,0.0
72,8,,2024-05-25,13:14:00,feature_usage,desktop,/product/268,916,0,0.0
73,8,,2024-05-28,18:37:00,checkout_start,desktop,/product/268,1066,0,0.0
74,8,268.0,2024-06-06,10:36:00,product_view,desktop,/product/268,1268,0,0.0
75,8,,2024-05-22,21:25:00,page_view,mobile,/product/268,569,0,0.0
76,8,268.0,2024-05-16,00:19:00,add_to_cart,desktop,/product/268,1022,0,0.0
77,8,,2024-05-27,06:46:00,checkout_complete,mobile,/product/268,1453,1,30.16
78,8,,2025-11-01,14:25:00,feature_usage,mobile,/product/113,146,0,0.0
79,8,,2025-11-02,15:22:00,page_view,desktop,/product/113,431,0,0.0
80,8,,2025-11-16,03:03:00,feature_usage,desktop,/product/113,1431,0,0.0
81,8,,2025-10-28,23:52:00,page_view,tablet,/product/113,65,0,0.0
82,8,113.0,2025-10-26,12:05:00,product_view,tablet,/product/113,92,0,0.0
83,8,,2025-11-08,16:30:00,checkout_complete,tablet,/product/113,1500,1,127.3
84,8,,2025-07-25,10:39:00,wishlist_add,desktop,/product/104,1479,0,0.0
85,8,104.0,2025-08-01,22:26:00,add_to_cart,mobile,/product/104,786,0,0.0
86,8,,2025-08-08,22:10:00,checkout_complete,desktop,/product/104,824,1,33.5
87,8,,2025-07-21,20:32:00,page_view,mobile,/product/104,1575,0,0.0
